host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,minimum_nights,availability_30,availability_60,availability_90,availability_365,instant_bookable,cancellation_policy
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews']",t,f,Roslindale,42.28389087,-71.13140827,t,Apartment,Entire home/apt,3,1,0,2,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$110.00 ,,$25.00 ,2,17,40,58,333,f,flexible
within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Roslindale,42.29392464,-71.13548936,f,Condominium,Private room,2,1,1,1,Pull-out Sofa,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$65.00 ,,$20.00 ,1,6,10,10,259,f,flexible
within an hour,100%,100%,f,1,"['email', 'phone', 'linkedin', 'reviews', 'jumio', 'kba']",t,t,Roslindale,42.29061656,-71.13273461,t,House,Entire home/apt,7,2,3,3,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers}",$285.00 ,$500.00 ,$125.00 ,3,16,34,64,331,f,strict
within a day,50%,100%,f,1,"['email', 'phone', 'facebook']",t,f,Jamaica Plain,42.31379196,-71.10338741,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Washer / Dryer"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$140.00 ,,$125.00 ,3,17,24,54,144,f,moderate
within an hour,100%,100%,f,2,"['email', 'phone', 'facebook', 'reviews']",t,f,Jamaica Plain,42.30797481,-71.11622135,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",$70.00 ,,$10.00 ,2,3,23,53,328,f,strict
within a day,93%,73%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.30935659,-71.1168273,t,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$95.00 ,,,1,30,60,90,365,f,flexible
N/A,N/A,N/A,f,1,"['email', 'phone', 'facebook', 'reviews']",t,f,Jamaica Plain,42.31691221,-71.11302542,t,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer}",$55.00 ,,,300,0,0,0,0,f,flexible
within a few hours,100%,89%,t,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.30398456,-71.10449361,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$80.00 ,,,2,0,8,26,301,f,moderate
within a day,70%,85%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31632876,-71.09909642,t,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$120.00 ,,,2,7,17,47,109,f,flexible
within a few hours,100%,89%,t,4,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.32002252,-71.1059405,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Smoking Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$65.00 ,,,1,0,0,0,0,f,flexible
within an hour,100%,100%,t,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31451961,-71.10558689,t,Apartment,Private room,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$100.00 ,,,2,1,3,3,23,f,moderate
within an hour,100%,100%,t,1,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.32171967,-71.10345882,f,Apartment,Private room,1,1,1,1,Real Bed,{},$65.00 ,,,3,7,13,43,43,f,moderate
within a few hours,71%,100%,f,1,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline']",t,t,Jamaica Plain,42.3167906,-71.11563043,t,House,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,Essentials,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$60.00 ,,,2,5,35,65,340,f,flexible
a few days or more,36%,93%,f,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Jamaica Plain,42.31951,-71.1053766,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron}",$63.00 ,,,2,0,0,0,0,f,flexible
within a few hours,100%,50%,f,1,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.31527457,-71.11331606,t,Townhouse,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$75.00 ,$200.00 ,,1,0,0,0,250,f,flexible
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.31549953,-71.11706562,t,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",$65.00 ,,$10.00 ,1,0,0,0,0,f,strict
within a day,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Jamaica Plain,42.31690481,-71.10519471,t,Apartment,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",Essentials}",$110.00 ,,,1,11,41,71,346,f,strict
within a few hours,73%,100%,f,4,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,Jamaica Plain,42.31189729,-71.10315398,t,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$46.00 ,$200.00 ,$50.00 ,2,8,32,62,62,t,strict
within a day,60%,60%,f,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t,Jamaica Plain,42.31706413,-71.10358572,t,Apartment,Private room,3,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}",$75.00 ,$300.00 ,$50.00 ,2,0,0,0,0,f,strict
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.30510763,-71.10643297,t,Apartment,Private room,2,1.5,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$62.00 ,$150.00 ,$25.00 ,3,0,0,0,0,f,moderate
within a day,100%,25%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31590728,-71.11327328,t,Condominium,Private room,2,1.5,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,Essentials,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$69.00 ,$95.00 ,$15.00 ,2,0,12,15,15,f,flexible
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Jamaica Plain,42.31265282,-71.0997234,t,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$69.00 ,,$20.00 ,2,0,0,0,0,f,moderate
within a day,50%,100%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31530071,-71.09976783,t,House,Private room,2,2,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$73.00 ,,$50.00 ,1,0,0,0,78,f,moderate
within a few hours,100%,75%,f,1,"['email', 'phone', 'facebook', 'reviews']",t,f,Jamaica Plain,42.31319703,-71.11832362,t,Apartment,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Hair Dryer"",Iron}",$85.00 ,,,2,0,1,31,306,f,strict
within a few hours,100%,56%,t,4,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31421512,-71.10940661,t,Apartment,Private room,2,2,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",$120.00 ,$500.00 ,$80.00 ,1,4,32,62,337,f,strict
within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31256676,-71.12607999,t,House,Private room,2,3.5,1,2,Real Bed,"{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""Lock on Bedroom Door"",""24-Hour Check-in""}",$125.00 ,$100.00 ,,2,30,60,90,365,f,flexible
within a day,60%,88%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31678462,-71.10731719,t,Apartment,Private room,1,1,1,1,Pull-out Sofa,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$70.00 ,,,1,28,58,88,363,f,flexible
within an hour,100%,0%,f,1,"['email', 'phone', 'kba']",t,f,Jamaica Plain,42.31362611,-71.10819525,t,Condominium,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$100.00 ,$95.00 ,$10.00 ,1,0,0,0,0,f,flexible
within a day,67%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.30370465,-71.11397057,t,Condominium,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}",$61.00 ,,$10.00 ,1,0,0,0,255,f,moderate
within an hour,100%,76%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.30334666,-71.10497372,t,House,Private room,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$125.00 ,,,1,13,37,60,328,f,strict
within a few hours,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews']",t,f,Jamaica Plain,42.29106052,-71.11593555,t,Apartment,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo}",$100.00 ,,,1,3,11,41,316,f,flexible
a few days or more,33%,100%,f,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Jamaica Plain,42.29763812,-71.11399252,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,""Lock on Bedroom Door"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$27.00 ,,$5.00 ,1,0,0,0,0,f,flexible
within a few hours,90%,92%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.30537679,-71.11324413,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$80.00 ,,,2,0,0,0,0,f,flexible
within an hour,100%,57%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31449927,-71.11223192,t,House,Private room,2,1,1,1,Real Bed,{},$85.00 ,,,1,30,60,90,365,f,flexible
within an hour,100%,74%,f,1,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.31738707,-71.10003066,t,House,Private room,3,1,1,2,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$75.00 ,,,1,28,53,83,358,f,flexible
within a few hours,78%,82%,f,6,"['email', 'phone', 'reviews', 'jumio']",t,t,Jamaica Plain,42.32423675,-71.10812405,f,House,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating}",$57.00 ,,,7,6,36,66,341,f,flexible
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Jamaica Plain,42.32219838,-71.10629671,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$100.00 ,,,1,0,0,0,0,f,moderate
within a day,86%,100%,f,1,"['email', 'phone', 'reviews']",t,f,Jamaica Plain,42.32284647,-71.10517195,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Family/Kid Friendly"",Washer,Dryer,""Lock on Bedroom Door"",Hangers}",$40.00 ,,$5.00 ,1,0,4,34,309,f,flexible
within a day,67%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.31803897,-71.11687373,t,House,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$100.00 ,,$100.00 ,4,0,0,4,279,f,strict
within a day,100%,56%,f,3,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Jamaica Plain,42.3140648,-71.09905546,t,House,Private room,2,2.5,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$70.00 ,$100.00 ,$20.00 ,1,14,28,58,333,f,flexible
within an hour,100%,89%,t,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Jamaica Plain,42.32566812,-71.10543389,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",$190.00 ,,,4,0,0,14,48,f,moderate
within a few hours,86%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Jamaica Plain,42.32487447,-71.10556705,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo}",$149.00 ,,$50.00 ,7,0,28,58,333,f,flexible
within an hour,90%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.32038119,-71.11270173,t,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$168.00 ,$200.00 ,$120.00 ,3,9,29,50,285,f,moderate
within a few hours,100%,93%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Jamaica Plain,42.32327561,-71.10705882,t,House,Entire home/apt,5,2,3,4,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$205.00 ,,$50.00 ,2,0,0,0,257,f,moderate
within a day,100%,56%,f,3,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Jamaica Plain,42.31362383,-71.09821201,t,House,Private room,2,2.5,1,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$65.00 ,$100.00 ,$15.00 ,1,7,26,56,331,f,flexible
within a few hours,80%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Jamaica Plain,42.32157794,-71.11411533,t,Apartment,Entire home/apt,2,1,1,1,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Hangers,Iron,""Laptop Friendly Workspace""}",$75.00 ,,$18.00 ,1,0,0,0,0,f,flexible
N/A,N/A,N/A,f,1,"['email', 'phone', 'facebook', 'jumio']",t,t,Jamaica Plain,42.32267989,-71.11561972,t,Condominium,Entire home/apt,4,1,2,4,Real Bed,"{TV,""Cable TV"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,""Laptop Friendly Workspace""}",$117.00 ,,$15.00 ,1,0,0,0,0,t,flexible
within an hour,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Jamaica Plain,42.32051086,-71.11215759,t,Apartment,Entire home/apt,8,2,4,6,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$429.00 ,$400.00 ,,3,8,35,65,331,f,strict
